id,age,job,marital,education,default_credit,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
7024,47,blue-collar,married,secondary,False,116,True,False,unknown,8,may,376,2,-1,0,unknown,False
7025,39,management,married,tertiary,False,0,False,False,cellular,28,aug,93,25,-1,0,unknown,False
7026,44,blue-collar,divorced,primary,False,-57,True,False,cellular,7,may,234,1,356,2,failure,False
7027,60,retired,married,primary,False,894,True,False,unknown,15,may,65,7,-1,0,unknown,False
7028,42,management,married,tertiary,False,478,False,True,cellular,8,jul,165,1,-1,0,unknown,False
7029,32,technician,single,secondary,False,10,False,False,cellular,19,aug,190,2,-1,0,unknown,False
7030,33,admin.,married,secondary,False,30,True,False,telephone,5,may,125,2,-1,0,unknown,False
7031,37,management,married,tertiary,False,578,True,False,cellular,8,aug,401,4,-1,0,unknown,False
7032,33,management,single,tertiary,False,2360,True,False,cellular,20,nov,268,1,-1,0,unknown,False
7033,59,retired,married,primary,False,-47,True,False,cellular,27,aug,84,4,-1,0,unknown,False
7034,42,technician,married,tertiary,False,-805,False,False,cellular,8,aug,103,6,-1,0,unknown,False
7035,59,management,married,tertiary,True,782,False,True,cellular,13,aug,127,2,-1,0,unknown,False
7036,31,technician,single,secondary,False,1282,False,False,cellular,12,may,144,1,460,2,failure,False
7037,50,self-employed,single,secondary,False,766,True,False,cellular,7,may,253,2,304,4,failure,False
7038,29,blue-collar,single,secondary,False,348,True,False,unknown,9,may,185,2,-1,0,unknown,False
7039,36,entrepreneur,single,secondary,False,296,False,False,cellular,18,nov,67,2,111,2,failure,False
7040,33,services,married,primary,False,908,True,True,cellular,14,jul,184,2,-1,0,unknown,False
7041,38,admin.,divorced,secondary,False,0,False,False,unknown,5,jun,56,1,-1,0,unknown,False
7042,33,management,single,tertiary,False,5276,False,False,cellular,4,nov,572,1,-1,0,unknown,False
7043,36,entrepreneur,single,tertiary,False,658,True,False,unknown,16,jun,61,3,-1,0,unknown,False
7044,36,management,single,tertiary,False,1089,True,False,unknown,30,may,126,1,-1,0,unknown,False
7045,44,admin.,married,secondary,False,1042,True,False,cellular,18,may,136,1,-1,0,unknown,False
7046,29,blue-collar,married,primary,False,544,False,True,cellular,21,jul,121,4,-1,0,unknown,False
7047,44,blue-collar,married,primary,False,134,True,False,cellular,7,may,378,1,-1,0,unknown,False
7048,55,management,married,tertiary,False,73,True,False,unknown,5,may,142,2,-1,0,unknown,False
7049,38,blue-collar,single,secondary,False,13156,True,False,cellular,17,apr,291,4,331,1,failure,False
7050,39,management,divorced,tertiary,False,30,False,True,cellular,3,feb,265,4,-1,0,unknown,False
7051,45,blue-collar,married,primary,False,-66,True,False,unknown,6,may,263,2,-1,0,unknown,False
7052,36,management,single,tertiary,False,1373,True,False,unknown,20,may,144,2,-1,0,unknown,False
7053,36,management,married,tertiary,False,8564,True,False,unknown,23,may,125,1,-1,0,unknown,False
7054,59,retired,divorced,primary,False,81,True,False,unknown,5,may,107,1,-1,0,unknown,False
7055,41,admin.,married,tertiary,False,5426,True,False,unknown,14,may,149,2,-1,0,unknown,False
7056,29,self-employed,single,tertiary,False,16,True,False,unknown,6,may,43,1,-1,0,unknown,False
7057,50,management,single,tertiary,False,297,True,False,unknown,5,may,119,1,-1,0,unknown,False
7058,51,blue-collar,divorced,secondary,False,734,True,True,cellular,5,may,17,1,-1,0,unknown,False
7059,29,management,single,tertiary,False,1514,True,False,telephone,5,may,363,1,333,7,other,False
7060,40,technician,single,secondary,False,153,False,False,cellular,7,aug,125,2,-1,0,unknown,False
7061,36,student,married,primary,False,3503,False,False,unknown,6,jun,31,1,-1,0,unknown,False
7062,49,technician,married,secondary,False,-849,True,True,unknown,27,may,197,1,-1,0,unknown,False
7063,45,technician,married,secondary,False,1441,True,False,cellular,18,nov,93,1,113,2,other,False
7064,40,management,married,tertiary,False,2487,False,False,cellular,30,apr,126,1,-1,0,unknown,False
7065,31,management,married,tertiary,False,927,False,False,cellular,18,aug,100,4,-1,0,unknown,False
7066,32,entrepreneur,married,tertiary,False,598,False,False,cellular,18,aug,135,6,-1,0,unknown,False
7067,44,admin.,married,secondary,False,345,True,False,telephone,16,jul,208,8,-1,0,unknown,False
7068,27,blue-collar,married,secondary,False,197,False,False,telephone,23,jul,222,1,-1,0,unknown,False
7069,25,admin.,single,tertiary,False,220,False,False,cellular,26,may,68,1,-1,0,unknown,False
7070,56,services,married,secondary,False,9,False,True,cellular,20,aug,285,2,-1,0,unknown,False
7071,59,retired,married,secondary,False,5678,True,False,unknown,14,may,238,2,-1,0,unknown,False
7072,31,management,single,tertiary,False,0,False,False,cellular,25,aug,9,12,-1,0,unknown,False
7073,49,admin.,divorced,secondary,False,169,True,False,unknown,30,may,447,1,-1,0,unknown,False
7074,50,blue-collar,divorced,primary,False,388,False,False,cellular,5,feb,701,1,-1,0,unknown,False
7075,42,unknown,single,unknown,True,61,False,False,unknown,20,jun,115,1,-1,0,unknown,False
7076,37,management,married,tertiary,False,7100,False,False,cellular,20,nov,757,2,-1,0,unknown,False
7077,36,blue-collar,single,secondary,False,219,True,True,cellular,11,may,270,2,347,1,failure,False
7078,53,blue-collar,married,secondary,False,-76,False,False,cellular,29,jan,173,1,164,4,other,False
7079,51,blue-collar,married,unknown,False,1432,False,False,cellular,9,jul,388,1,-1,0,unknown,False
7080,42,blue-collar,married,secondary,False,879,True,False,cellular,18,nov,140,1,-1,0,unknown,False
7081,47,housemaid,married,primary,False,0,True,False,telephone,24,jul,193,1,-1,0,unknown,False
7082,40,self-employed,married,tertiary,False,1498,False,False,cellular,4,feb,62,1,-1,0,unknown,False
7083,25,blue-collar,single,secondary,False,543,True,False,cellular,15,may,302,1,-1,0,unknown,False
7084,36,blue-collar,married,secondary,False,1797,True,True,cellular,17,nov,166,1,181,2,failure,False
7085,80,retired,married,primary,False,2994,False,False,cellular,6,aug,320,1,-1,0,unknown,False
7086,60,self-employed,married,secondary,False,1690,False,False,cellular,28,aug,64,11,-1,0,unknown,False
7087,51,management,married,secondary,False,1573,False,False,cellular,28,aug,72,18,-1,0,unknown,False
7088,59,housemaid,married,tertiary,False,0,False,True,cellular,29,jul,376,2,-1,0,unknown,False
7089,80,retired,married,secondary,False,173,False,False,cellular,2,aug,87,3,-1,0,unknown,False
7090,47,admin.,married,unknown,False,989,False,False,unknown,19,jun,116,1,-1,0,unknown,False
7091,36,services,married,secondary,False,335,True,False,unknown,9,may,339,2,-1,0,unknown,False
7092,31,blue-collar,single,unknown,True,17,True,False,cellular,6,may,72,1,-1,0,unknown,False
7093,33,technician,married,secondary,False,-74,True,False,cellular,25,jul,198,4,-1,0,unknown,False
7094,45,services,married,unknown,False,8319,False,False,cellular,15,jun,75,2,-1,0,unknown,False
7095,33,blue-collar,single,secondary,False,15341,False,False,cellular,20,apr,335,1,334,3,failure,False
7096,51,technician,married,secondary,False,52,False,False,cellular,13,aug,114,2,-1,0,unknown,False
7097,51,unemployed,divorced,secondary,False,-56,True,False,cellular,19,nov,544,3,-1,0,unknown,False
7098,48,blue-collar,married,primary,False,1670,False,False,unknown,17,jun,145,1,-1,0,unknown,False
7099,34,technician,single,tertiary,False,370,False,False,cellular,11,aug,116,2,-1,0,unknown,False
7100,28,management,single,tertiary,False,466,True,False,cellular,23,jul,170,2,-1,0,unknown,False
7101,33,technician,single,secondary,False,2583,False,False,cellular,25,may,241,1,108,1,failure,False
7102,36,services,married,secondary,False,1177,True,True,cellular,3,feb,50,5,-1,0,unknown,False
7103,40,self-employed,married,secondary,False,311,True,False,unknown,20,may,723,2,-1,0,unknown,False
7104,34,entrepreneur,married,tertiary,False,842,True,False,cellular,6,may,141,2,-1,0,unknown,False
7105,31,technician,single,tertiary,False,2744,True,False,cellular,8,aug,309,2,-1,0,unknown,False
7106,49,technician,married,tertiary,False,503,False,False,unknown,1,jul,297,2,-1,0,unknown,False
7107,35,management,single,tertiary,False,62,True,False,cellular,5,may,214,4,15,3,success,False
7108,38,management,single,tertiary,False,4841,False,False,cellular,22,may,580,3,-1,0,unknown,False
7109,32,technician,married,secondary,False,253,True,False,cellular,21,nov,76,1,170,3,failure,False
7110,33,blue-collar,married,secondary,False,842,False,False,cellular,29,aug,111,4,-1,0,unknown,False
7111,39,admin.,married,unknown,False,378,False,False,unknown,20,jun,17,5,-1,0,unknown,False
7112,30,services,married,secondary,False,637,True,False,cellular,15,may,69,5,-1,0,unknown,False
7113,53,admin.,divorced,secondary,False,-372,True,False,unknown,26,may,104,1,-1,0,unknown,False
7114,24,technician,single,secondary,False,135,True,True,cellular,18,may,250,1,-1,0,unknown,False
7115,52,entrepreneur,divorced,secondary,False,7,False,False,cellular,24,jul,150,5,-1,0,unknown,False
7116,27,management,single,tertiary,False,446,False,False,cellular,23,jun,205,3,-1,0,unknown,False
7117,36,admin.,single,secondary,False,1328,False,False,cellular,30,jul,69,9,-1,0,unknown,False
7118,29,admin.,married,secondary,False,252,True,False,cellular,15,may,1223,3,371,1,failure,False
7119,47,blue-collar,married,secondary,False,125,False,False,cellular,8,jul,210,2,-1,0,unknown,False
7120,43,blue-collar,married,secondary,False,1324,True,False,telephone,12,may,179,5,-1,0,unknown,False
7121,48,management,divorced,tertiary,False,-244,True,False,unknown,5,may,253,1,-1,0,unknown,False
7122,57,entrepreneur,married,unknown,False,657,False,False,unknown,12,jun,344,1,-1,0,unknown,False
7123,25,management,single,tertiary,False,2140,False,False,cellular,1,oct,81,1,-1,0,unknown,False
7124,43,services,divorced,secondary,False,5571,False,False,unknown,9,jun,149,1,-1,0,unknown,False
7125,50,technician,married,secondary,False,103,True,False,unknown,12,may,79,6,-1,0,unknown,False
7126,54,technician,divorced,tertiary,False,2133,False,False,cellular,18,nov,176,1,-1,0,unknown,False
7127,38,services,married,secondary,False,8876,False,False,cellular,19,nov,636,1,-1,0,unknown,False
7128,41,housemaid,divorced,primary,False,22,True,False,cellular,18,nov,238,3,126,4,other,False
7129,35,admin.,married,secondary,False,3854,True,False,cellular,5,may,131,1,-1,0,unknown,False
7130,33,management,married,tertiary,False,32,False,False,cellular,29,aug,27,7,-1,0,unknown,False
7131,51,technician,married,secondary,False,337,True,False,cellular,20,aug,687,4,-1,0,unknown,False
7132,29,blue-collar,single,secondary,False,228,False,False,cellular,5,feb,355,1,-1,0,unknown,False
7133,34,blue-collar,divorced,secondary,False,1125,True,True,cellular,19,nov,141,2,-1,0,unknown,False
7134,51,management,married,tertiary,False,1612,True,False,cellular,18,nov,61,2,131,1,failure,False
7135,58,housemaid,married,primary,False,1310,True,True,cellular,22,jul,1226,2,-1,0,unknown,False
7136,50,services,divorced,secondary,True,-210,False,True,cellular,21,aug,153,7,-1,0,unknown,False
7137,38,housemaid,married,secondary,False,0,True,False,cellular,23,jul,157,1,-1,0,unknown,False
7138,57,entrepreneur,married,unknown,False,975,True,True,cellular,22,jul,236,4,-1,0,unknown,False
7139,49,services,married,tertiary,False,306,True,False,cellular,18,aug,285,7,-1,0,unknown,False
7140,42,blue-collar,married,primary,False,170,True,False,unknown,19,may,51,41,-1,0,unknown,False
7141,33,technician,single,tertiary,False,154,False,False,cellular,18,mar,159,2,-1,0,unknown,False
7142,34,self-employed,married,tertiary,False,1972,True,False,cellular,23,jul,61,2,-1,0,unknown,False
7143,36,admin.,single,tertiary,False,994,False,False,cellular,13,aug,185,2,105,3,success,False
7144,60,retired,divorced,tertiary,False,380,False,False,cellular,21,jul,219,1,-1,0,unknown,False
7145,37,services,single,secondary,False,54,True,False,cellular,10,jul,118,1,-1,0,unknown,False
7146,41,blue-collar,married,primary,False,512,True,False,unknown,6,may,233,2,-1,0,unknown,False
7147,36,management,single,tertiary,False,1027,True,False,cellular,4,jun,151,1,-1,0,unknown,False
7148,56,unemployed,divorced,primary,False,1770,False,False,cellular,5,feb,916,3,-1,0,unknown,False
7149,34,management,married,tertiary,False,13,True,False,cellular,30,jul,99,3,-1,0,unknown,False
7150,33,unemployed,married,secondary,False,438,True,True,unknown,21,may,129,1,-1,0,unknown,False
7151,29,blue-collar,married,secondary,False,162,True,False,cellular,15,jul,126,3,-1,0,unknown,False
7152,43,management,married,tertiary,False,-183,False,False,cellular,24,jul,65,1,-1,0,unknown,False
7153,29,management,single,unknown,False,698,False,False,cellular,8,feb,186,1,-1,0,unknown,False
7154,36,admin.,married,secondary,False,165,True,False,unknown,23,may,456,4,-1,0,unknown,False
7155,33,technician,single,secondary,False,3499,True,False,cellular,11,may,143,3,356,1,other,False
7156,39,management,married,tertiary,False,378,True,True,unknown,5,may,127,2,-1,0,unknown,False
7157,26,technician,single,secondary,False,855,True,False,unknown,28,may,87,2,-1,0,unknown,False
7158,41,technician,single,secondary,False,32,True,False,cellular,7,may,162,1,-1,0,unknown,False
7159,36,unemployed,divorced,primary,False,0,False,False,telephone,4,jul,304,3,-1,0,unknown,False
7160,31,management,single,tertiary,False,0,False,False,cellular,25,aug,191,5,-1,0,unknown,False
7161,34,blue-collar,married,secondary,False,2994,True,False,cellular,15,may,358,1,176,1,failure,False
7162,28,blue-collar,married,secondary,False,1238,True,False,unknown,14,may,246,1,-1,0,unknown,False
7163,47,services,married,secondary,False,1717,False,False,cellular,20,aug,216,9,-1,0,unknown,False
7164,41,admin.,single,secondary,False,224,True,False,cellular,12,may,22,8,-1,0,unknown,False
7165,39,technician,single,secondary,False,1048,True,True,cellular,8,apr,201,2,-1,0,unknown,False
7166,53,admin.,divorced,secondary,False,592,True,False,unknown,13,may,151,1,-1,0,unknown,False
7167,45,self-employed,married,secondary,False,396,False,False,cellular,28,aug,238,1,-1,0,unknown,False
7168,30,services,single,secondary,False,268,False,False,unknown,24,jul,86,1,-1,0,unknown,False
7169,39,services,married,secondary,False,0,True,False,cellular,8,may,503,1,-1,0,unknown,False
7170,30,self-employed,single,secondary,False,5223,False,False,cellular,14,oct,404,2,-1,0,unknown,False
7171,32,admin.,divorced,secondary,False,1611,True,True,unknown,13,may,93,1,-1,0,unknown,False
7172,66,retired,married,secondary,False,780,False,False,cellular,12,feb,388,4,-1,0,unknown,False
7173,26,blue-collar,married,primary,False,399,True,False,cellular,22,jul,1288,2,-1,0,unknown,False
7174,30,services,single,secondary,False,1649,True,False,unknown,23,may,206,1,-1,0,unknown,False
7175,42,services,single,unknown,False,974,False,False,cellular,30,jul,73,2,-1,0,unknown,False
7176,44,management,married,tertiary,False,22,True,False,cellular,6,aug,265,2,-1,0,unknown,False
7177,38,services,married,secondary,False,507,True,False,cellular,17,apr,55,1,344,1,failure,False
7178,31,technician,divorced,secondary,False,10787,True,False,unknown,4,jun,135,2,-1,0,unknown,False
7179,34,technician,married,secondary,False,-259,True,False,unknown,27,may,124,2,-1,0,unknown,False
7180,42,blue-collar,married,secondary,False,414,True,False,cellular,17,apr,400,3,-1,0,unknown,False
7181,34,admin.,divorced,secondary,False,67,True,False,unknown,6,may,90,1,-1,0,unknown,False
7182,31,blue-collar,single,tertiary,False,328,True,False,cellular,14,may,414,1,175,1,failure,False
7183,30,technician,married,secondary,False,4,True,False,cellular,8,may,17,5,-1,0,unknown,False
7184,31,management,single,tertiary,False,471,False,False,cellular,29,aug,153,2,-1,0,unknown,False
7185,47,blue-collar,married,primary,False,3038,True,False,cellular,14,jul,151,2,-1,0,unknown,False
7186,52,blue-collar,married,secondary,False,2276,False,False,unknown,20,jun,83,3,-1,0,unknown,False
7187,31,blue-collar,married,primary,False,-848,True,False,unknown,23,may,559,3,-1,0,unknown,False
7188,51,admin.,married,secondary,False,2662,False,False,telephone,28,jan,148,2,-1,0,unknown,False
7189,48,services,married,secondary,False,2597,True,False,cellular,6,may,182,2,355,1,failure,False
7190,47,blue-collar,married,primary,False,550,True,False,unknown,7,may,113,1,-1,0,unknown,False
7191,55,retired,married,tertiary,False,357,True,False,cellular,30,apr,878,1,-1,0,unknown,False
7192,58,entrepreneur,married,primary,False,1153,True,True,telephone,12,may,206,6,337,6,failure,False
7193,74,retired,married,tertiary,False,4912,False,False,telephone,21,oct,129,3,-1,0,unknown,False
7194,30,technician,single,secondary,False,194,False,True,cellular,27,aug,60,3,-1,0,unknown,False
7195,40,management,married,tertiary,True,0,False,False,cellular,28,jul,165,5,-1,0,unknown,False
7196,50,blue-collar,married,primary,False,565,True,True,cellular,28,aug,36,3,-1,0,unknown,False
7197,36,management,divorced,tertiary,False,649,False,False,cellular,16,jul,237,2,91,1,failure,False
7198,26,admin.,divorced,secondary,False,-45,True,False,unknown,4,jun,357,2,-1,0,unknown,False
7199,30,admin.,married,secondary,False,1310,False,False,telephone,27,oct,3284,1,-1,0,unknown,False
7200,34,blue-collar,married,secondary,False,2308,True,False,unknown,7,may,1062,1,-1,0,unknown,False
7201,53,unemployed,single,secondary,False,4,False,False,cellular,30,jul,259,3,-1,0,unknown,False
7202,42,blue-collar,married,secondary,False,1297,True,False,cellular,3,apr,697,2,-1,0,unknown,False
7203,33,management,married,tertiary,False,1808,True,False,unknown,4,jun,99,4,-1,0,unknown,False
7204,35,unemployed,married,secondary,False,2080,True,False,telephone,14,apr,266,3,-1,0,unknown,False
7205,33,services,married,secondary,False,5034,True,False,unknown,8,may,207,3,-1,0,unknown,False
7206,41,admin.,divorced,secondary,False,322,True,False,unknown,6,may,87,4,-1,0,unknown,False
7207,40,blue-collar,married,secondary,False,679,True,False,cellular,17,apr,642,2,304,1,failure,False
7208,32,management,single,tertiary,False,1742,False,False,unknown,5,jun,231,2,-1,0,unknown,False
7209,54,management,married,tertiary,False,154,False,False,unknown,9,may,155,3,-1,0,unknown,False
7210,31,unemployed,single,tertiary,False,140,True,False,telephone,7,may,11,2,-1,0,unknown,False
7211,35,services,married,secondary,False,377,False,True,cellular,31,jul,30,13,-1,0,unknown,False
7212,47,services,single,secondary,False,3644,False,False,unknown,9,jun,83,2,-1,0,unknown,False
7213,48,blue-collar,married,primary,True,-50,True,False,cellular,14,may,212,6,-1,0,unknown,False
7214,50,management,married,tertiary,False,453,False,True,unknown,4,jul,608,1,-1,0,unknown,False
7215,33,blue-collar,single,secondary,False,45,False,False,unknown,20,jun,13,12,-1,0,unknown,False
7216,40,blue-collar,married,primary,False,46,True,False,unknown,6,may,119,1,-1,0,unknown,False
7217,60,retired,married,secondary,False,2060,False,False,cellular,29,jun,135,4,95,4,failure,False
7218,68,retired,married,secondary,False,1316,False,False,telephone,4,mar,92,5,-1,0,unknown,False
7219,54,blue-collar,married,unknown,False,-361,True,False,unknown,26,may,227,1,-1,0,unknown,False
7220,30,management,single,tertiary,False,349,False,False,cellular,12,aug,180,3,-1,0,unknown,False
7221,42,blue-collar,single,primary,False,-68,True,True,unknown,26,may,167,1,-1,0,unknown,False
7222,57,retired,married,unknown,False,-157,False,False,cellular,28,aug,31,9,-1,0,unknown,False
7223,28,management,single,tertiary,False,320,True,False,cellular,30,apr,239,1,-1,0,unknown,False
7224,55,management,married,tertiary,False,86,False,False,telephone,16,jun,64,1,-1,0,unknown,False
7225,42,blue-collar,married,secondary,False,681,True,False,cellular,18,nov,203,1,-1,0,unknown,False
7226,49,housemaid,married,primary,False,0,True,False,cellular,25,jul,42,3,-1,0,unknown,False
7227,41,management,divorced,tertiary,False,4567,True,True,cellular,16,jul,106,1,-1,0,unknown,False
7228,31,technician,single,secondary,False,40,False,False,cellular,7,aug,123,2,-1,0,unknown,False
7229,33,blue-collar,single,secondary,False,706,True,False,cellular,7,apr,329,1,322,1,failure,False
7230,55,admin.,married,secondary,False,420,True,False,unknown,30,may,41,3,-1,0,unknown,False
7231,34,technician,single,tertiary,False,0,True,False,cellular,17,apr,158,2,-1,0,unknown,False
7232,38,entrepreneur,married,secondary,False,65,False,False,cellular,5,feb,173,1,-1,0,unknown,False
7233,46,blue-collar,married,secondary,False,-27,True,False,cellular,11,may,254,1,-1,0,unknown,False
7234,49,services,single,primary,False,114,True,False,unknown,7,may,99,2,-1,0,unknown,False
7235,44,technician,single,tertiary,False,678,False,False,cellular,3,feb,111,1,124,2,other,False
7236,57,technician,divorced,secondary,False,3105,True,False,unknown,14,may,173,11,-1,0,unknown,False
7237,44,housemaid,married,secondary,False,281,True,False,unknown,8,may,604,1,-1,0,unknown,False
7238,42,self-employed,married,tertiary,False,1932,True,False,unknown,16,may,192,32,-1,0,unknown,False
7239,37,management,divorced,tertiary,False,481,True,False,cellular,19,aug,97,6,-1,0,unknown,False
7240,42,blue-collar,single,primary,False,156,True,False,telephone,15,may,7,4,371,5,failure,False
7241,33,blue-collar,married,secondary,False,0,True,True,cellular,31,jul,16,43,-1,0,unknown,False
7242,31,blue-collar,married,secondary,False,557,True,True,unknown,27,may,185,1,-1,0,unknown,False
7243,34,admin.,married,secondary,False,1467,True,False,cellular,17,apr,113,1,332,2,failure,False
7244,26,blue-collar,single,secondary,False,428,False,True,cellular,7,jul,575,1,-1,0,unknown,False
7245,42,technician,married,secondary,False,994,True,False,cellular,25,may,365,5,-1,0,unknown,False
7246,41,technician,single,secondary,False,769,False,True,cellular,20,nov,222,4,98,4,other,False
7247,35,technician,married,tertiary,False,108,True,False,cellular,31,jul,65,3,-1,0,unknown,False
7248,26,student,single,unknown,False,19,False,False,telephone,30,apr,268,1,-1,0,unknown,False
7249,42,management,married,tertiary,False,199,True,False,cellular,9,jul,497,1,-1,0,unknown,False
7250,36,blue-collar,married,primary,False,448,True,False,unknown,5,may,286,1,-1,0,unknown,False
7251,60,admin.,single,secondary,False,473,False,False,cellular,5,feb,175,2,8,1,other,False
7252,51,entrepreneur,married,primary,False,726,True,True,cellular,15,apr,87,2,-1,0,unknown,False
7253,32,management,single,tertiary,False,0,False,False,cellular,22,aug,148,2,-1,0,unknown,False
7254,46,blue-collar,married,secondary,False,536,True,False,unknown,15,may,164,2,-1,0,unknown,False
7255,31,blue-collar,single,secondary,False,2194,False,False,cellular,13,may,275,2,357,1,other,False
7256,42,housemaid,divorced,secondary,False,1406,True,False,cellular,22,jul,178,1,-1,0,unknown,False
7257,45,technician,married,secondary,False,44,True,False,unknown,5,may,95,4,-1,0,unknown,False
7258,31,management,divorced,tertiary,False,-6,False,True,cellular,22,aug,119,6,-1,0,unknown,False
7259,41,technician,divorced,secondary,False,1631,True,False,cellular,12,aug,173,2,-1,0,unknown,False
7260,28,blue-collar,single,secondary,False,4054,True,False,cellular,11,may,133,2,-1,0,unknown,False
7261,41,technician,divorced,secondary,False,75,False,False,cellular,20,aug,351,2,-1,0,unknown,False
7262,36,student,single,unknown,False,172,False,False,unknown,12,jun,81,1,-1,0,unknown,False
7263,41,blue-collar,married,secondary,False,356,True,False,cellular,14,may,90,5,-1,0,unknown,False
7264,40,blue-collar,married,secondary,False,1508,False,False,cellular,3,nov,177,2,85,3,failure,False
7265,40,services,divorced,secondary,False,49,False,True,cellular,18,jul,191,1,-1,0,unknown,False
7266,58,blue-collar,married,secondary,False,544,False,False,unknown,17,jun,97,1,-1,0,unknown,False
7267,32,management,married,tertiary,False,-383,True,False,unknown,27,may,241,1,-1,0,unknown,False
7268,30,technician,married,tertiary,False,606,True,False,cellular,30,apr,551,1,-1,0,unknown,False
7269,43,management,divorced,tertiary,False,-410,False,True,cellular,9,jul,189,1,-1,0,unknown,False
7270,33,technician,single,tertiary,False,469,False,False,cellular,26,aug,158,9,-1,0,unknown,False
7271,30,management,single,tertiary,False,2,False,False,cellular,23,mar,269,1,-1,0,unknown,False
7272,37,services,divorced,secondary,False,241,True,False,cellular,14,may,189,1,371,1,failure,False
7273,40,technician,divorced,secondary,False,0,False,False,cellular,29,aug,299,3,-1,0,unknown,False
7274,39,services,single,secondary,False,322,True,False,cellular,11,may,35,1,350,1,failure,False
7275,39,management,divorced,tertiary,False,2193,True,True,unknown,2,jun,550,3,-1,0,unknown,False
7276,26,entrepreneur,married,tertiary,True,144,False,True,cellular,25,jul,730,1,-1,0,unknown,False
7277,35,services,married,secondary,False,0,True,False,cellular,24,jul,810,1,-1,0,unknown,False
7278,59,management,married,unknown,False,3428,True,True,cellular,19,nov,103,1,-1,0,unknown,False
7279,31,entrepreneur,married,secondary,False,10,True,True,cellular,29,jan,161,3,188,9,failure,False
7280,36,management,single,tertiary,False,1841,True,False,cellular,25,aug,141,4,-1,0,unknown,False
7281,26,technician,single,secondary,False,84,True,False,cellular,29,jul,70,3,-1,0,unknown,False
7282,36,housemaid,married,primary,False,622,False,False,unknown,20,jun,55,5,-1,0,unknown,False
7283,59,technician,married,primary,False,309,False,True,cellular,29,jul,25,5,-1,0,unknown,False
7284,42,services,married,secondary,False,154,True,False,telephone,14,may,346,5,372,1,other,False
7285,35,blue-collar,married,secondary,False,1949,True,False,unknown,2,jun,200,3,-1,0,unknown,False
7286,59,blue-collar,married,secondary,False,2605,False,False,cellular,30,jan,85,2,-1,0,unknown,False
7287,44,technician,married,secondary,False,5163,False,False,cellular,11,aug,48,2,-1,0,unknown,False
7288,34,management,married,tertiary,False,557,True,False,cellular,16,jul,513,1,-1,0,unknown,False
7289,36,technician,divorced,tertiary,False,119,False,False,cellular,23,jul,127,8,-1,0,unknown,False
7290,43,management,married,tertiary,False,0,True,False,cellular,5,feb,280,2,-1,0,unknown,False
7291,45,unknown,married,unknown,False,356,False,False,cellular,11,aug,212,2,-1,0,unknown,False
7292,29,technician,single,secondary,False,1395,True,False,unknown,26,may,61,1,-1,0,unknown,False
7293,29,services,single,secondary,False,20,True,False,unknown,15,may,431,1,-1,0,unknown,False
7294,40,technician,married,tertiary,False,84,False,False,cellular,28,aug,715,8,-1,0,unknown,False
7295,31,blue-collar,single,secondary,False,609,True,False,cellular,14,apr,1126,1,335,1,failure,False
7296,29,technician,single,secondary,False,1856,True,True,cellular,18,may,134,1,-1,0,unknown,False
7297,37,services,single,secondary,False,608,False,False,cellular,14,may,380,3,-1,0,unknown,False
7298,35,admin.,single,secondary,False,0,False,True,cellular,7,jul,480,1,-1,0,unknown,False
7299,35,entrepreneur,married,tertiary,False,1859,True,False,cellular,14,jul,227,2,-1,0,unknown,False
7300,39,services,divorced,secondary,False,282,True,False,cellular,17,jul,243,1,-1,0,unknown,False
7301,28,student,single,secondary,False,154,True,False,unknown,20,may,21,9,-1,0,unknown,False
7302,31,services,single,secondary,False,222,True,False,cellular,13,may,168,2,-1,0,unknown,False
7303,34,housemaid,married,tertiary,False,897,False,False,cellular,12,aug,197,4,-1,0,unknown,False
7304,31,entrepreneur,single,secondary,False,131,True,False,cellular,21,jul,157,1,-1,0,unknown,False
7305,51,blue-collar,married,primary,False,0,False,False,unknown,8,may,384,1,-1,0,unknown,False
7306,53,management,married,tertiary,False,37,False,False,cellular,28,aug,51,9,-1,0,unknown,False
7307,34,admin.,single,secondary,False,1704,True,False,unknown,15,may,218,2,-1,0,unknown,False
7308,42,technician,married,secondary,False,314,False,False,cellular,27,aug,11,22,-1,0,unknown,False
7309,33,technician,married,secondary,False,399,True,False,cellular,7,may,143,1,-1,0,unknown,False
7310,29,self-employed,single,tertiary,False,300,False,False,cellular,3,feb,125,1,-1,0,unknown,False
7311,25,services,single,secondary,False,382,True,False,unknown,13,may,392,1,-1,0,unknown,False
7312,42,services,married,secondary,False,1301,True,False,cellular,21,jul,510,6,-1,0,unknown,False
7313,46,unemployed,divorced,secondary,False,0,False,False,cellular,30,jul,638,3,-1,0,unknown,False
7314,52,technician,married,secondary,False,930,True,False,unknown,2,jun,94,16,-1,0,unknown,False
7315,60,management,divorced,primary,False,21,False,True,telephone,14,jul,113,3,-1,0,unknown,False
7316,25,services,single,secondary,False,111,False,True,cellular,7,jul,316,1,-1,0,unknown,False
7317,55,technician,single,secondary,False,1199,False,True,telephone,4,may,159,10,-1,0,unknown,False
7318,37,unemployed,divorced,tertiary,False,1085,False,False,cellular,25,aug,146,4,-1,0,unknown,False
7319,49,blue-collar,married,primary,False,230,False,True,unknown,30,jun,176,1,-1,0,unknown,False
